"pred","se"
3238.99323967338,1906.60479375177
3238.60188515006,1906.60666209723
3239.15762896114,1906.60803790243
3242.29741450391,1906.60896613495
3253.67276313563,1906.60953001546
3266.60136708324,1906.60982769855
3271.71730419609,1906.60995402345
3268.794506375,1906.60998864597
3263.75257127596,1906.60999034281
3262.57271264694,1906.60999633216
3263.78284238417,1906.6100250305
3265.36181412629,1906.61008065009
3264.68594201194,1906.61015829248
3265.86518113341,1906.61024857605
3269.16333091713,1906.61034124152
3272.36450868956,1906.6104275344
3271.81139644968,1906.61050142712
3266.91058215428,1906.61055990596
3260.5152259153,1906.61060261697
3257.06246784276,1906.61063116357
3254.46020086884,1906.61064829984
3251.55835793289,1906.61065719344
3248.57504315515,1906.61066085833
3244.52291187272,1906.61129313122
3243.30217206217,1906.61238082222
3243.00481845882,1906.61345942426
3243.4270760665,1906.61425368146
3245.81270466994,1906.61478955351
3254.45576538229,1906.61511508386
3264.27899915409,1906.61528693745
3268.16612002382,1906.61535986531
3265.94536004226,1906.61537985302
3262.11446636335,1906.61538083262
3261.21800243131,1906.61538429029
3262.13746653982,1906.61540085796
3263.33717910003,1906.61543296736
3262.82364725962,1906.61547779061
3263.71964048596,1906.61552991166
3266.22559522562,1906.6155834078
3268.65787002738,1906.61563322502
3268.23761190388,1906.61567588358
3264.51394269018,1906.61570964364
3259.65471120285,1906.61573430088
3257.03128412275,1906.61575078094
3255.05406547447,1906.61576067378
3252.84922714511,1906.61576580809
3250.58248600312,1906.61576792385
3247.5036514265,1906.61613293751
3246.57612571822,1906.61676086599
3246.3501945991,1906.61738354753
3246.67102855835,1906.61784207567
3248.48364402397,1906.61815143699
3255.05069536419,1906.61833936713
3262.51444954263,1906.61843857899
3265.46790818034,1906.61848068057
3263.78056092009,1906.61849221957
3260.86982405203,1906.61849278509
3260.18868517516,1906.61849478122
3260.88729972931,1906.61850434581
3261.79884880186,1906.61852288271
3261.40866411232,1906.61854875938
3262.08944534406,1906.61857884911
3263.99348535713,1906.61860973267
3265.84154289464,1906.61863849238
3265.52222815592,1906.61866311937
3262.69296110409,1906.61868260921
3259.00088676685,1906.61869684394
3257.00759053815,1906.61870635796
3255.50528749919,1906.61871206914
3253.8300376094,1906.6187150332
3252.10775357717,1906.61871625464
3249.76843589729,1906.61892697871
3249.06369608944,1906.61928948477
3248.8920322185,1906.61964896179
3249.13580385823,1906.61991367232
3250.5130403742,1906.62009226812
3255.50272686841,1906.62020076112
3261.17373376191,1906.62025803661
3263.41779002283,1906.62028234207
3262.1357330692,1906.62028900359
3259.92413707484,1906.62028933006
3259.40660351548,1906.62029048244
3259.93741520324,1906.62029600412
3260.6300158638,1906.62030670557
3260.33355110743,1906.6203216443
3260.85081292579,1906.62033901524
3262.29751438211,1906.62035684448
3263.70168000497,1906.6203734476
3263.45906267846,1906.62038766488
3261.3093679577,1906.62039891647
3258.50410688972,1906.62040713425
3256.98958800506,1906.62041262674
3255.84812880284,1906.62041592383
3254.57526350661,1906.620417635
3253.26666137613,1906.62041834013
3251.48923323856,1906.6205399922
3250.9537675449,1906.62074926877
3250.823336267,1906.62095679668
3251.00855547657,1906.62110961542
3252.05498835596,1906.6212127197
3255.84618321963,1906.62127535327
3260.15504956453,1906.62130841871
3261.86009748288,1906.62132245038
3260.88598262754,1906.62132629611
3259.20559822181,1906.62132648458
3258.81237300129,1906.62132714985
3259.21568702644,1906.62133033755
3259.7419293204,1906.62133651554
3259.51667355275,1906.62134513975
3259.90969230277,1906.62135516808
3261.00890507633,1906.62136546099
3262.07579885879,1906.62137504606
3261.89145670359,1906.62138325378
3260.25810527094,1906.62138974937
3258.12665044616,1906.62139449355
3256.97590956833,1906.62139766439
3256.10862175986,1906.62139956782
3255.14149078303,1906.62140055569
3254.14720673704,1906.62140096277
3252.79670577199,1906.62147119314
3252.38985560419,1906.6215920096
3252.29075310719,1906.62171181655
3252.43148381577,1906.62180003962
3253.22657003254,1906.62185956227
3256.10714349362,1906.62189572096
3259.38104696912,1906.62191480982
3260.67655299297,1906.62192291037
3259.93641446112,1906.62192513054
3258.65964792772,1906.62192523935
3258.36087295698,1906.62192562341
3258.66731346428,1906.62192746368
3259.06715563558,1906.62193103027
3258.89600490089,1906.62193600907
3259.19462299406,1906.62194179848
3260.02981170301,1906.62194774063
3260.84044424132,1906.62195327414
3260.7003799241,1906.62195801249
3259.45934933646,1906.62196176244
3257.83985669034,1906.62196450127
3256.96551660694,1906.62196633181
3256.30654593041,1906.62196743067
3255.57171379294,1906.62196800097
3254.81625058446,1906.62196823598
3253.79013154311,1906.62200878035
3253.4810042526,1906.62207852833
3253.40570555837,1906.62214769353
3253.51263362694,1906.62219862518
3254.11674508458,1906.62223298792
3256.30542273452,1906.62225386253
3258.79295497825,1906.62226488263
3259.77728852088,1906.62226955913
3259.21492665634,1906.62227084084
3258.24483149522,1906.62227090366
3258.0178204123,1906.62227112538
3258.25065581763,1906.62227218778
3258.55445838876,1906.62227424679
3258.42441699498,1906.62227712108
3258.65130888134,1906.62228046335
3259.28589046222,1906.62228389378
3259.90181411175,1906.62228708831
3259.7953923715,1906.62228982379
3258.85244960446,1906.62229198865
3257.62194900911,1906.6222935698
3256.95761997018,1906.62229462658
3256.45692994745,1906.62229526095
3255.89859991439,1906.62229559019
3255.32459426515,1906.62229572586
3254.544942629,1906.62231913234
3254.31006578907,1906.62235939823
3254.25285337239,1906.62239932767
3254.33409798461,1906.62242873079
3254.79310563127,1906.62244856858
3256.45607653622,1906.62246061961
3258.34611902217,1906.62246698157
3259.09402177624,1906.62246968134
3258.66673573035,1906.62247042128
3257.9296513872,1906.62247045755
3257.75716695305,1906.62247058555
3257.93407674363,1906.62247119888
3258.16490782862,1906.62247238756
3258.066101568,1906.6224740469
3258.23849543586,1906.62247597641
3258.72065447187,1906.62247795682
3259.18863709548,1906.62247980103
3259.10777719466,1906.62248138024
3258.39132340958,1906.62248263002
3257.45638139624,1906.62248354283
3256.9516200564,1906.62248415291
3256.57119265987,1906.62248451914
3256.14697002464,1906.62248470921
3255.71083695863,1906.62248478753
3255.11845279144,1906.62249830022
3254.93999190614,1906.62252154594
3254.89652155575,1906.62254459742
3254.95825171793,1906.622561572
3255.30700858561,1906.62257302447
3256.57054423271,1906.62257998159
3258.00661028078,1906.62258365439
3258.57487144971,1906.62258521298
3258.25021685179,1906.62258564016
3257.69017557884,1906.6225856611
3257.55912083189,1906.62258573499
3257.6935379922,1906.62258608907
3257.86892488772,1906.62258677531
3257.79385127574,1906.62258773325
3257.92483720985,1906.62258884717
3258.29118464729,1906.62258999047
3258.64676075833,1906.62259105515
3258.58532290226,1906.62259196683
3258.04095685577,1906.62259268834
3257.33058209317,1906.6225932153
3256.94706128456,1906.62259356751
3256.65801018017,1906.62259377893
3256.33568318074,1906.62259388866
3256.00430656186,1906.62259393388
3255.55420938349,1906.62260173483
3255.41861369176,1906.62261515471
3255.38558464889,1906.62262846246
3255.43248761044,1906.62263826197
3255.69747524984,1906.62264487355
3256.65751750117,1906.62264888993
3257.74864942532,1906.62265101026
3258.18041779942,1906.62265191005
3257.93374321465,1906.62265215666
3257.50822036869,1906.62265216874
3257.40864415603,1906.62265221141
3257.5107751513,1906.62265241582
3257.64403520646,1906.62265281198
3257.58699380867,1906.62265336501
3257.68651773692,1906.62265400807
3257.96487080073,1906.6226546681
3258.23503974368,1906.62265528274
3258.18835887814,1906.62265580906
3257.77474616684,1906.62265622559
3257.23499899948,1906.62265652981
3256.94359750133,1906.62265673314
3256.7239746726,1906.6226568552
3256.47906861166,1906.62265691855
3256.22728659351,1906.62265694465
3255.88529995512,1906.62266144818
3255.78227350433,1906.62266919555
3255.75717783192,1906.62267687819
3255.79281499413,1906.6226825355
3255.99415425233,1906.6226863524
3256.72360033203,1906.62268867108
3257.5526491613,1906.62268989516
3257.88070946009,1906.62269041461
3257.69328457481,1906.62269055698
3257.36996966718,1906.62269056396
3257.29431104085,1906.62269058859
3257.37191080691,1906.6226907066
3257.47316262649,1906.62269093531
3257.42982221731,1906.62269125458
3257.50544111762,1906.62269162582
3257.71693550851,1906.62269200686
3257.92221155342,1906.62269236169
3257.88674314114,1906.62269266554
3257.57247762798,1906.622692906
3257.1623743698,1906.62269308163
3256.94096569726,1906.62269319901
3256.77409490465,1906.62269326948
3256.58801375478,1906.62269330604
3256.39670820981,1906.62269332111
3256.13686463278,1906.62269592102
3256.05858449404,1906.62270039362
3256.0395166459,1906.62270482884
3256.06659398362,1906.62270809484
3256.21957280552,1906.62271029836
3256.77381047835,1906.62271163695
3257.40372694042,1906.62271234362
3257.65298919792,1906.6227126435
3257.51058260318,1906.6227127257
3257.26492592344,1906.62271272973
3257.2074400281,1906.62271274395
3257.26640081349,1906.62271281208
3257.34333257639,1906.62271294412
3257.31040226366,1906.62271312844
3257.36785797492,1906.62271334276
3257.52855272986,1906.62271356273
3257.68452274681,1906.62271376758
3257.65757362634,1906.62271394299
3257.41879273285,1906.62271408181
3257.10719372401,1906.62271418319
3256.93896603615,1906.62271425096
3256.812176569,1906.62271429164
3256.6707909528,1906.62271431275
3256.52543580868,1906.62271432145
3256.32800504109,1906.62271582239
3256.26852730431,1906.62271840445
3256.25403943458,1906.62272096493
3256.27461296436,1906.62272285041
3256.39084722567,1906.62272412251
3256.81196046013,1906.62272489528
3257.29057490981,1906.62272530324
3257.47996592494,1906.62272547637
3257.37176450766,1906.62272552382
3257.18511303295,1906.62272552614
3257.14143489177,1906.62272553436
3257.18623366359,1906.62272557369
3257.24468689601,1906.62272564992
3257.21966623938,1906.62272575633
3257.26332144651,1906.62272588007
3257.38541832179,1906.62272600706
3257.50392531172,1906.62272612532
3257.48344920221,1906.62272622658
3257.3020219927,1906.62272630672
3257.0652671258,1906.62272636525
3256.93744668119,1906.62272640437
3256.84111125466,1906.62272642785
3256.73368558322,1906.62272644004
3256.62324383975,1906.62272644506
3256.47323471335,1906.62272731156
3256.42804315864,1906.6227288022
3256.41703518502,1906.62273028038
3256.43266708103,1906.62273136888
3256.52098259644,1906.62273210327
3256.8409470538,1906.6227325494
3257.20460129248,1906.62273278492
3257.34850176491,1906.62273288486
3257.2662896544,1906.62273291226
3257.12447070184,1906.6227329136
3257.09128377824,1906.62273291834
3257.12532216398,1906.62273294105
3257.1697352939,1906.62273298506
3257.15072444322,1906.62273304649
3257.18389394139,1906.62273311792
3257.27666390739,1906.62273319123
3257.36670625615,1906.62273325951
3257.35114838066,1906.62273331796
3257.21329885733,1906.62273336423
3257.03341103544,1906.62273339801
3256.93629226583,1906.6227334206
3256.86309600898,1906.62273343415
3256.78147331499,1906.62273344119
3256.6975589907,1906.62273344408
3256.58358112252,1906.62273394432
3256.54924429789,1906.62273480487
3256.540880371,1906.62273565823
3256.55275758291,1906.62273628663
3256.61986026137,1906.6227367106
3256.86297124814,1906.62273696815
3257.13927800277,1906.62273710412
3257.24861447764,1906.62273716182
3257.18614920423,1906.62273717763
3257.07839428112,1906.62273717841
3257.05317864994,1906.62273718115
3257.07904122735,1906.62273719426
3257.11278659998,1906.62273721967
3257.09834203727,1906.62273725514
3257.12354442849,1906.62273729637
3257.19403162623,1906.6227373387
3257.26244636342,1906.62273737811
3257.25062539276,1906.62273741186
3257.14588646669,1906.62273743857
3257.00920657965,1906.62273745807
3256.93541513385,1906.62273747111
3256.87980016218,1906.62273747894
3256.81778273111,1906.622737483
3256.75402410508,1906.62273748467
3256.66742301121,1906.62273777346
3256.64133367808,1906.62273827026
3256.63497871436,1906.62273876291
3256.64400309392,1906.62273912569
3256.69498812678,1906.62273937045
3256.87970536812,1906.62273951913
3257.08964496055,1906.62273959762
3257.17271949487,1906.62273963093
3257.12525799123,1906.62273964006
3257.04338512978,1906.62273964051
3257.02422613623,1906.6227396421
3257.04387668356,1906.62273964967
3257.06951662778,1906.62273966434
3257.0585415591,1906.62273968481
3257.07769049285,1906.62273970862
3257.13124710455,1906.62273973305
3257.18322904781,1906.62273975581
3257.1742474007,1906.62273977529
3257.09466611258,1906.62273979071
3256.99081588345,1906.62273980197
3256.93474868351,1906.62273980949
3256.89249208178,1906.62273981401
3256.84537085154,1906.62273981636
3256.79692665052,1906.62273981733
3256.73112660024,1906.62273998405
3256.71130376249,1906.62274027085
3256.70647522149,1906.62274055526
3256.71333200126,1906.62274076469
3256.75207074666,1906.62274090599
3256.89242005666,1906.62274099183
3257.05193346606,1906.62274103715
3257.11505401445,1906.62274105638
3257.0789924685,1906.62274106165
3257.01678495863,1906.62274106191
3257.00222783605,1906.62274106282
3257.01715844425,1906.62274106719
3257.0366398335,1906.62274107565
3257.02830090799,1906.62274108747
3257.04285038708,1906.62274110122
3257.08354303408,1906.62274111533
3257.12303923821,1906.62274112846
3257.11621492682,1906.62274113971
3257.05574856864,1906.62274114861
3256.97684251798,1906.62274115511
3256.93424231039,1906.62274115946
3256.90213548132,1906.62274116207
3256.86633247721,1906.62274116342
3256.82952427166,1906.62274116398
3256.77952898379,1906.62274126023
3256.76446746826,1906.6227414258
3256.76079871274,1906.62274158999
3256.7660085367,1906.6227417109
3256.79544247664,1906.62274179247
3256.90208075618,1906.62274184202
3257.02328003776,1906.62274186819
3257.07123942341,1906.62274187929
3257.04383963628,1906.62274188233
3256.99657398298,1906.62274188248
3256.98551339061,1906.62274188301
3256.99685775968,1906.62274188553
3257.01165984052,1906.62274189042
3257.005323873,1906.62274189724
3257.0163786578,1906.62274190518
3257.04729718434,1906.62274191332
3257.07730664613,1906.6227419209
3257.07212149185,1906.6227419274
3257.02617877645,1906.62274193254
3256.9662254679,1906.62274193629
3256.93385756495,1906.6227419388
3256.90946259632,1906.62274194031
3256.88225925089,1906.62274194109
3256.85429214715,1906.62274194141
3256.81630541616,1906.62274199697
3256.80486158289,1906.62274209256
3256.8020740396,1906.62274218735
3256.80603249629,1906.62274225715
3256.8283965871,1906.62274230424
3256.90942101582,1906.62274233285
3257.00150898454,1906.62274234795
3257.03794882435,1906.62274235436
3257.0171302955,1906.62274235612
3256.98121755785,1906.62274235621
3256.97281365091,1906.62274235652
3256.98143317316,1906.62274235797
3256.99267988633,1906.62274236079
3256.98786577877,1906.62274236473
3256.99626527308,1906.62274236931
3257.01975736204,1906.62274237401
3257.04255873795,1906.62274237839
3257.03861902544,1906.62274238214
3257.00371146424,1906.6227423851
3256.95815856714,1906.62274238727
3256.93356523296,1906.62274238872
3256.91502978392,1906.62274238959
3256.8943605127,1906.62274239004
3256.87311093316,1906.62274239023
3256.84424837844,1906.62274242231
3256.83555328267,1906.62274247749
3256.83343528993,1906.62274253221
3256.83644294996,1906.6227425725
3256.85343532541,1906.62274259969
3256.9149981908,1906.6227426162
3256.98496720276,1906.62274262492
3257.01265441992,1906.62274262862
3256.99683637208,1906.62274262963
3256.96954965043,1906.62274262969
3256.96316430961,1906.62274262987
3256.96971347628,1906.62274263071
3256.97825879897,1906.62274263234
3256.97460101007,1906.62274263461
3256.98098299815,1906.62274263725
3256.9988324336,1906.62274263997
3257.01615706097,1906.62274264249
3257.01316364288,1906.62274264465
3256.98664066055,1906.62274264637
3256.95202928573,1906.62274264762
3256.9333431173,1906.62274264846
3256.91925976772,1906.62274264896
3256.90355512676,1906.62274264922
3256.88740956392,1906.62274264933
3256.86547961516,1906.62274266785
3256.85887302726,1906.62274269971
3256.85726376319,1906.6227427313
3256.859549002,1906.62274275456
3256.87245991466,1906.62274277025
3256.91923576307,1906.62274277979
3256.97239865398,1906.62274278482
3256.99343557395,1906.62274278695
3256.98141692272,1906.62274278754
3256.96068430173,1906.62274278757
3256.95583268002,1906.62274278767
3256.96080877763,1906.62274278816
3256.96730156701,1906.6227427891
3256.96452235623,1906.62274279041
3256.9693714305,1906.62274279194
3256.98293354269,1906.6227427935
3256.99609690243,1906.62274279496
3256.99382248473,1906.62274279621
3256.97367015763,1906.6227427972
3256.94737221955,1906.62274279792
3256.93317435244,1906.6227427984
3256.92247373574,1906.62274279869
3256.91054125176,1906.62274279885
3256.8982737526,1906.62274279891
3256.881611241,1906.62274280961
3256.87659151438,1906.622742828
3256.87536878552,1906.62274284624
3256.8771051242,1906.62274285966
3256.88691491601,1906.62274286872
3256.92245549686,1906.62274287423
3256.96284899236,1906.62274287713
3256.97883297513,1906.62274287836
3256.9697011291,1906.62274287869
3256.95394835459,1906.62274287871
3256.95026206221,1906.62274287876
3256.95404293215,1906.62274287904
3256.95897619395,1906.62274287958
3256.9568645323,1906.62274288034
3256.96054888912,1906.62274288122
3256.9708534664,1906.62274288212
3256.98085506908,1906.62274288297
3256.97912695235,1906.62274288369
3256.96381508875,1906.62274288426
3256.94383375167,1906.62274288468
3256.93304612384,1906.62274288496
3256.92491572866,1906.62274288513
3256.91584935304,1906.62274288522
3256.9065284308,1906.62274288526
3256.89386815074,1906.62274289143
3256.89005413121,1906.62274290205
3256.8891250942,1906.62274291258
3256.89044437514,1906.62274292034
3256.89789791604,1906.62274292557
3256.92490187064,1906.62274292874
3256.95559310001,1906.62274293042
3256.96773782963,1906.62274293113
3256.96079939617,1906.62274293132
3256.94883034002,1906.62274293132
3256.94602947211,1906.62274293135
3256.94890220064,1906.62274293151
3256.95265052367,1906.62274293183
3256.95104606999,1906.62274293226
3256.95384546725,1906.62274293277
3256.96167494922,1906.62274293329
3256.9692742292,1906.62274293378
3256.96796119535,1906.62274293419
3256.95632714606,1906.62274293452
3256.94114520174,1906.62274293477
3256.93294869496,1906.62274293493
3256.92677117008,1906.62274293503
3256.91988248144,1906.62274293508
3256.91280038669,1906.6227429351
3256.90318102708,1906.62274293867
3256.90028311129,1906.6227429448
3256.89957722319,1906.62274295088
3256.90057962106,1906.62274295535
3256.90624286784,1906.62274295837
3256.92676064067,1906.62274296021
3256.95008002783,1906.62274296118
3256.95930766901,1906.62274296159
3256.95403580406,1906.6227429617
3256.94494164068,1906.6227429617
